user_id,product_id,interaction_type,rating,timestamp,session_id
user_014,prod_022,rating,3.6642071535530607,2024-12-16 04:49:07.086609,session_4134
user_014,prod_262,view,,2025-11-07 21:13:07.086758,session_7785
user_014,prod_251,purchase,1.835673757497318,2025-04-18 22:05:07.086905,session_2769
user_014,prod_190,cart,,2024-12-27 08:57:07.087053,session_4351
user_014,prod_176,rating,3.718863508253693,2025-07-08 10:08:07.087123,session_6882
user_015,prod_058,rating,4.145923025696164,2025-02-26 11:52:07.087194,session_9244
user_015,prod_225,rating,3.5888996575976275,2025-07-30 13:47:07.087344,session_1346
user_015,prod_268,view,,2025-05-02 05:52:07.087489,session_9486
user_015,prod_176,purchase,3.6462216361898196,2025-05-13 06:59:07.087634,session_7370
user_016,prod_018,purchase,3.9314076701778164,2024-12-10 09:45:07.087786,session_1894
user_016,prod_157,view,,2025-04-16 09:45:07.087854,session_5447
user_016,prod_251,rating,1.8601942803201788,2025-06-22 15:09:07.087921,session_7354
user_016,prod_151,rating,4.263376276263678,2025-03-24 22:55:07.088070,session_2752
user_016,prod_037,rating,3.2688465319181597,2025-01-11 19:16:07.088225,session_4614
user_016,prod_198,cart,,2025-02-13 00:20:07.088388,session_8941
user_016,prod_134,rating,3.406520895011858,2025-11-06 18:45:07.088550,session_6509
user_016,prod_174,view,,2025-05-13 11:04:07.088693,session_886
user_016,prod_246,view,,2024-12-26 12:06:07.088834,session_2738
user_016,prod_014,view,,2025-06-14 11:06:07.088979,session_3149
user_016,prod_142,view,,2025-10-15 04:02:07.089123,session_9878
user_016,prod_023,cart,,2025-07-31 18:32:07.089266,session_2695
user_017,prod_205,view,,2025-08-12 07:32:07.089333,session_1168
user_017,prod_203,view,,2025-03-24 18:39:07.089398,session_2977
user_017,prod_119,view,,2025-04-17 20:01:07.089552,session_189
user_017,prod_238,view,,2025-09-14 09:41:07.089698,session_1224
user_017,prod_262,view,,2025-07-03 03:29:07.089840,session_1659
user_017,prod_046,view,,2025-07-16 13:55:07.089985,session_9021
user_017,prod_026,view,,2024-12-07 05:21:07.090054,session_8539
user_018,prod_121,view,,2025-04-14 18:15:07.090196,session_505
user_018,prod_048,rating,4.065292284223695,2025-06-12 19:31:07.090267,session_4756
user_018,prod_121,rating,5.0,2025-01-11 12:51:07.090408,session_4662
user_018,prod_192,purchase,3.427172302818708,2025-03-08 08:10:07.090491,session_5774
user_018,prod_208,view,,2025-06-19 03:41:07.090632,session_8715
user_018,prod_297,view,,2025-09-25 03:35:07.090772,session_9624
user_018,prod_135,rating,2.989341372862895,2025-05-06 23:02:07.090914,session_9860
user_018,prod_220,view,,2025-07-14 10:33:07.091053,session_6692
user_019,prod_135,view,,2025-06-04 12:25:07.091193,session_7718
user_019,prod_192,purchase,3.8859699219968844,2025-10-13 12:56:07.091261,session_6988
user_019,prod_208,purchase,4.3968467577777295,2025-11-07 05:16:07.091403,session_3051
user_019,prod_054,rating,3.205509377743688,2025-09-25 11:17:07.091472,session_8228
user_019,prod_273,purchase,3.2803464337324524,2025-08-24 07:06:07.091611,session_5373
user_019,prod_049,purchase,2.713161268803413,2025-04-17 02:54:07.091752,session_9395
user_019,prod_039,purchase,3.2746375128191336,2024-12-13 23:34:07.091892,session_4763
user_019,prod_183,view,,2025-09-09 11:13:07.092030,session_2948
user_020,prod_064,purchase,4.840447130108063,2025-04-04 12:11:07.092179,session_3769
user_020,prod_054,rating,3.4100523290774905,2025-10-03 21:35:07.092361,session_1566
user_020,prod_043,view,,2025-11-10 05:09:07.092510,session_4926
user_020,prod_250,view,,2025-09-06 23:04:07.092579,session_7367
user_020,prod_275,purchase,4.064032628694635,2025-02-04 16:24:07.092744,session_6293
user_020,prod_004,view,,2025-01-01 16:02:07.092891,session_8214
user_020,prod_272,purchase,2.491505726329061,2025-05-23 03:30:07.093044,session_5697
user_020,prod_280,view,,2025-01-16 01:42:07.093190,session_9128
user_020,prod_077,rating,4.0745155631720085,2025-03-26 18:38:07.093347,session_9370
user_020,prod_132,view,,2024-12-30 07:25:07.093496,session_9345
user_020,prod_296,purchase,3.440641945603978,2025-07-25 07:32:07.093567,session_8735
user_020,prod_190,view,,2024-12-03 18:26:07.093711,session_8016
user_020,prod_283,view,,2025-07-13 22:24:07.093856,session_5057
user_021,prod_166,view,,2025-01-20 14:25:07.093923,session_4144
user_021,prod_265,rating,3.169469332112443,2025-10-11 22:01:07.094073,session_1938
user_021,prod_138,view,,2025-01-14 04:09:07.094221,session_7474
user_021,prod_164,view,,2025-04-28 13:02:07.094366,session_8506
user_021,prod_004,cart,,2025-07-14 12:19:07.094431,session_6868
user_021,prod_251,cart,,2025-04-07 21:06:07.094577,session_3888
user_021,prod_164,purchase,2.576411019880644,2025-05-18 04:01:07.094724,session_8948
user_022,prod_268,rating,2.9543877926914437,2025-03-27 14:35:07.094869,session_5331
user_022,prod_083,cart,,2025-08-19 10:32:07.095015,session_8631
user_023,prod_080,rating,4.537252516577412,2025-08-14 09:54:07.095085,session_9386
user_023,prod_171,view,,2025-08-24 23:14:07.095152,session_2560
user_023,prod_232,view,,2025-10-13 18:29:07.095298,session_2431
user_023,prod_285,purchase,4.922355442261689,2025-07-13 20:48:07.095447,session_6172
user_023,prod_221,purchase,2.744920178177332,2025-04-02 18:35:07.095594,session_4356
user_023,prod_160,view,,2025-01-26 07:56:07.095660,session_1972
user_023,prod_204,rating,4.484178467139573,2025-07-01 03:32:07.095730,session_6559
user_023,prod_065,purchase,4.326282515584187,2025-05-12 17:24:07.095796,session_5687
user_023,prod_015,view,,2025-03-11 17:17:07.095943,session_3487
user_023,prod_293,purchase,4.394078497334958,2025-02-11 14:02:07.096087,session_6570
user_023,prod_258,rating,3.4075234330713986,2025-06-03 20:48:07.096157,session_8653
user_023,prod_179,rating,4.22515870301849,2025-10-10 09:45:07.096303,session_4107
user_024,prod_059,rating,3.839589231487486,2025-01-26 15:28:07.096456,session_8667
user_024,prod_219,view,,2025-10-12 10:43:07.096601,session_308
user_024,prod_112,view,,2024-11-22 06:39:07.096747,session_2772
user_024,prod_050,rating,5.0,2024-11-27 20:32:07.096895,session_8869
user_024,prod_047,view,,2025-03-07 22:22:07.097040,session_1633
user_024,prod_245,rating,3.7222086063692412,2025-08-16 04:21:07.097110,session_3624
user_024,prod_188,rating,5.0,2025-04-14 12:30:07.097264,session_2858
user_024,prod_182,purchase,3.28563661977721,2025-02-14 12:55:07.097408,session_4553
user_024,prod_107,view,,2025-04-24 07:52:07.097553,session_6743
user_024,prod_060,view,,2025-01-18 00:56:07.097694,session_676
user_024,prod_191,rating,4.848748805649381,2025-11-16 11:06:07.097839,session_2441
user_024,prod_223,view,,2025-06-03 20:33:07.097982,session_1570
user_024,prod_073,view,,2025-07-04 16:50:07.098122,session_8161
user_024,prod_017,view,,2025-08-23 19:42:07.098282,session_5218
user_025,prod_217,view,,2025-09-21 10:53:07.098350,session_2449
user_025,prod_288,view,,2025-01-27 17:21:07.098419,session_6734
user_025,prod_245,rating,3.8311197774477312,2025-05-16 17:28:07.098565,session_7580
user_025,prod_205,view,,2025-01-19 17:17:07.098710,session_9576
user_025,prod_241,view,,2025-05-22 07:52:07.098776,session_9110
user_025,prod_228,view,,2024-12-12 22:03:07.098921,session_7173
user_025,prod_075,view,,2025-01-29 02:40:07.098987,session_6647
user_026,prod_087,view,,2025-01-28 09:22:07.099134,session_9436
user_026,prod_089,rating,5.0,2024-11-30 10:57:07.099278,session_1527
user_027,prod_118,rating,3.8168126868270793,2025-06-04 19:35:07.099351,session_2249
user_027,prod_070,rating,5.0,2025-04-03 03:25:07.099422,session_9277
user_027,prod_276,purchase,3.418346297911297,2025-09-23 09:09:07.099572,session_8203
user_027,prod_111,rating,3.6008264618598185,2025-05-23 17:18:07.099760,session_3015
user_027,prod_146,cart,,2025-09-06 12:01:07.099847,session_890
user_027,prod_038,purchase,4.1605520483016,2025-05-19 22:26:07.099925,session_3876
user_028,prod_065,cart,,2025-02-15 06:35:07.100074,session_4199
user_028,prod_263,view,,2025-06-13 00:02:07.100139,session_8472
user_028,prod_188,rating,5.0,2025-04-22 01:59:07.100286,session_4757
user_028,prod_204,purchase,4.649662307113738,2025-04-12 16:54:07.100431,session_1424
user_028,prod_193,view,,2025-01-16 22:40:07.100499,session_758
user_028,prod_034,view,,2025-10-22 03:11:07.100639,session_9124
user_029,prod_194,purchase,4.02356689922644,2025-05-25 07:39:07.100710,session_792
user_029,prod_133,view,,2025-01-03 10:51:07.100775,session_4
user_030,prod_284,view,,2025-06-14 15:26:07.100848,session_2395
user_030,prod_062,purchase,4.503980065651438,2025-10-07 00:31:07.100993,session_8983
user_030,prod_026,view,,2025-05-02 15:21:07.101137,session_9291
user_030,prod_292,cart,,2025-11-17 10:54:07.101272,session_6553
user_030,prod_056,view,,2024-12-30 15:02:07.101412,session_3129
user_030,prod_292,view,,2025-02-12 17:11:07.101478,session_3076
user_031,prod_103,rating,3.0091150513683145,2024-12-14 04:39:07.101620,session_6606
user_031,prod_069,cart,,2025-08-22 02:41:07.101759,session_4751
user_031,prod_073,rating,3.839683697311259,2025-06-05 03:02:07.101896,session_4548
user_031,prod_082,view,,2025-05-21 04:45:07.102032,session_8338
user_031,prod_174,view,,2025-08-16 17:39:07.102166,session_6337
user_031,prod_069,rating,3.8864812174826056,2025-07-26 02:29:07.102302,session_8554
user_031,prod_099,view,,2025-08-16 04:22:07.102370,session_9037
user_032,prod_110,rating,5.0,2025-06-27 16:53:07.102527,session_8602
user_032,prod_120,view,,2024-12-22 08:34:07.102671,session_247
user_033,prod_150,rating,3.8080258626142203,2025-10-23 20:08:07.102824,session_4125
user_033,prod_124,purchase,2.72650481089641,2024-12-02 17:49:07.102966,session_4691
user_033,prod_180,view,,2025-05-13 02:58:07.103118,session_7194
user_033,prod_048,purchase,4.509892681841089,2025-11-12 19:16:07.103185,session_7349
user_033,prod_064,cart,,2025-01-16 15:52:07.103329,session_9847
user_033,prod_238,purchase,5.0,2025-03-11 02:30:07.103475,session_2232
user_033,prod_077,purchase,4.113507868477953,2025-04-20 14:43:07.103618,session_1273
user_034,prod_177,purchase,3.904786522970124,2025-09-18 21:22:07.103763,session_3819
user_034,prod_054,cart,,2025-02-02 07:00:07.103829,session_7689
user_034,prod_258,view,,2025-03-06 03:42:07.103975,session_8588
user_034,prod_025,view,,2025-08-07 08:29:07.104122,session_2694
user_034,prod_268,purchase,2.804948390513348,2025-08-28 19:02:07.104266,session_9428
user_034,prod_079,view,,2025-06-20 08:51:07.104412,session_8824
user_034,prod_276,view,,2025-09-07 19:31:07.104559,session_9078
user_034,prod_133,rating,4.393363477175298,2025-02-28 07:01:07.104704,session_6236
user_034,prod_198,purchase,4.991549244905486,2025-06-23 16:53:07.104848,session_9439
user_035,prod_076,purchase,2.716938894993077,2024-12-15 23:51:07.105011,session_8244
user_035,prod_247,view,,2025-09-03 18:37:07.105153,session_7612
user_035,prod_201,view,,2025-06-29 12:08:07.105292,session_3763
user_035,prod_279,view,,2025-10-08 08:44:07.105361,session_8889
user_035,prod_094,view,,2025-09-04 15:49:07.105502,session_2500
user_035,prod_128,purchase,3.8607250785846388,2025-04-30 05:07:07.105644,session_1339
user_035,prod_229,cart,,2025-02-08 00:51:07.105785,session_1824
user_035,prod_032,view,,2025-03-18 20:28:07.105922,session_7317
user_035,prod_261,rating,5.0,2025-09-22 15:43:07.105990,session_9816
user_035,prod_137,view,,2025-08-11 00:37:07.106132,session_7691
user_035,prod_152,rating,4.687011385812175,2024-12-20 15:19:07.106200,session_4784
user_036,prod_190,view,,2024-12-02 06:42:07.106345,session_1249
user_036,prod_097,view,,2024-11-20 17:29:07.106492,session_1408
user_036,prod_262,cart,,2025-02-28 16:18:07.106630,session_6773
user_036,prod_201,view,,2025-11-11 17:29:07.106706,session_7091
user_036,prod_215,view,,2025-11-18 01:14:07.106852,session_8839
user_037,prod_241,purchase,5.0,2025-10-15 02:57:07.106995,session_4710
user_037,prod_075,cart,,2025-08-29 21:56:07.107060,session_1616
user_037,prod_017,cart,,2025-10-12 11:12:07.107209,session_2216
user_037,prod_017,rating,4.313234396348003,2025-07-27 19:42:07.107350,session_560
user_037,prod_030,view,,2025-05-06 06:37:07.107487,session_5444
user_037,prod_058,purchase,4.964453115580406,2025-01-12 15:51:07.107623,session_3869
user_037,prod_169,rating,3.261518072939869,2025-06-25 10:33:07.107760,session_462
user_037,prod_073,purchase,4.280666217853383,2025-09-07 08:48:07.107828,session_4497
user_037,prod_050,rating,4.450359374929423,2025-04-15 07:58:07.107968,session_3412
user_037,prod_166,rating,3.5524886370207125,2025-08-21 13:04:07.108106,session_8808
user_037,prod_168,view,,2025-03-12 18:18:07.108239,session_5726
user_037,prod_242,rating,4.2291684297208825,2025-06-03 05:00:07.108377,session_1576
user_037,prod_168,view,,2025-07-01 18:09:07.108513,session_759
user_037,prod_277,view,,2025-01-23 07:10:07.108651,session_3352
user_037,prod_168,purchase,3.1977587915735586,2025-11-16 01:05:07.108795,session_2486
user_037,prod_017,view,,2025-05-14 20:22:07.108947,session_9079
user_037,prod_074,rating,3.028273777033135,2025-06-19 06:23:07.109017,session_6799
user_038,prod_133,view,,2025-04-24 00:30:07.109088,session_6564
user_038,prod_261,purchase,5.0,2025-10-23 15:46:07.109231,session_2857
user_038,prod_106,purchase,5.0,2025-05-01 02:55:07.109384,session_9858
user_038,prod_044,view,,2025-03-26 19:41:07.109526,session_6015
user_038,prod_093,purchase,4.5570701781408625,2025-03-10 04:39:07.109670,session_6071
user_038,prod_022,purchase,3.195988969166662,2024-11-27 10:14:07.109738,session_983
user_038,prod_231,rating,3.3207252501807942,2025-01-10 10:16:07.109806,session_4774
user_038,prod_059,view,,2025-10-01 08:58:07.109873,session_9294
user_039,prod_108,rating,4.215844410477625,2024-12-27 16:32:07.110018,session_1122
user_039,prod_124,view,,2025-04-20 10:35:07.110163,session_4049
user_039,prod_270,purchase,4.167539554454112,2025-02-05 09:51:07.110305,session_9983
user_039,prod_097,rating,3.4954176489036284,2025-09-28 13:25:07.110448,session_2291
user_039,prod_105,cart,,2025-01-03 16:07:07.110515,session_2918
user_039,prod_011,view,,2025-01-21 21:47:07.110657,session_2386
user_039,prod_100,view,,2024-12-15 19:19:07.110801,session_4171
user_039,prod_064,purchase,5.0,2025-03-05 13:54:07.110951,session_632
user_039,prod_250,view,,2024-11-30 15:02:07.111019,session_9097
user_039,prod_048,purchase,4.412290895573583,2025-09-12 06:59:07.111165,session_4471
user_039,prod_157,view,,2025-03-17 18:30:07.111233,session_2734
user_039,prod_255,view,,2025-07-07 10:40:07.111379,session_5667
user_039,prod_100,view,,2025-10-29 11:27:07.111525,session_8546
user_039,prod_109,rating,4.859868072988871,2025-06-28 02:13:07.111596,session_9674
user_039,prod_078,purchase,3.053268303568052,2024-12-16 12:25:07.111664,session_7006
user_039,prod_071,purchase,3.1574970364691857,2025-02-14 22:50:07.111731,session_7812
user_039,prod_016,rating,3.3271309398138906,2025-03-23 16:21:07.111877,session_8098
user_039,prod_223,view,,2025-03-21 12:22:07.111945,session_4723
user_039,prod_255,view,,2024-12-20 14:43:07.112087,session_7075
user_039,prod_280,view,,2025-10-04 15:16:07.112228,session_8082
user_039,prod_048,purchase,4.714386095067771,2025-04-02 15:53:07.112371,session_2186
user_040,prod_049,cart,,2025-09-21 15:43:07.112515,session_8436
user_040,prod_076,view,,2025-11-12 12:03:07.112583,session_4730
user_040,prod_199,view,,2025-04-23 06:43:07.112724,session_655
user_040,prod_007,rating,4.613387977732098,2025-08-27 05:42:07.112868,session_5227
user_040,prod_240,view,,2025-01-01 11:18:07.113017,session_6451
user_041,prod_043,view,,2025-03-03 11:19:07.113167,session_8652
user_041,prod_053,view,,2025-06-18 12:43:07.113316,session_6370
user_041,prod_202,purchase,2.90873346975184,2025-10-12 13:27:07.113386,session_3530
user_041,prod_169,view,,2025-10-31 19:32:07.113454,session_5583
user_041,prod_218,cart,,2025-03-16 00:18:07.113600,session_2918
user_041,prod_222,view,,2025-01-25 09:56:07.113667,session_5419
user_042,prod_190,view,,2025-08-31 11:09:07.113813,session_914
user_042,prod_066,view,,2025-10-06 23:58:07.113953,session_9746
user_042,prod_248,cart,,2025-08-08 00:35:07.114028,session_8842
user_042,prod_125,rating,3.4621862690768426,2025-05-02 04:26:07.114096,session_2966
user_042,prod_285,view,,2024-11-29 08:57:07.114161,session_4796
user_042,prod_119,rating,5.0,2025-04-01 12:10:07.114308,session_5219
user_042,prod_210,view,,2025-06-04 00:03:07.114447,session_6776
user_042,prod_147,view,,2025-08-20 08:11:07.114585,session_5066
user_042,prod_281,view,,2025-10-11 04:58:07.114728,session_5979
user_042,prod_190,rating,4.685684856964315,2025-02-16 18:45:07.114871,session_4071
user_043,prod_246,view,,2025-03-22 03:56:07.115029,session_5113
user_043,prod_055,view,,2025-02-07 03:26:07.115177,session_6421
user_043,prod_249,cart,,2025-10-29 19:37:07.115245,session_7960
user_043,prod_024,rating,3.6933071369160797,2025-06-18 14:36:07.115398,session_6016
user_043,prod_018,purchase,4.0693519299701855,2025-09-04 14:51:07.115550,session_7184
user_043,prod_147,view,,2025-08-06 13:21:07.115620,session_8699
user_043,prod_007,view,,2025-08-29 11:07:07.115769,session_1206
user_043,prod_287,purchase,4.134411601307189,2025-10-04 16:59:07.115920,session_3857
user_043,prod_184,view,,2025-08-15 10:18:07.116069,session_3188
user_043,prod_039,view,,2024-12-29 07:44:07.116219,session_8798
user_044,prod_038,rating,3.4762208269998403,2025-07-05 12:00:07.116314,session_2604
user_044,prod_232,purchase,4.433829009345181,2025-03-15 18:26:07.116419,session_9572
user_044,prod_106,view,,2025-09-12 12:16:07.116629,session_4487
user_044,prod_091,view,,2025-06-08 22:25:07.116780,session_649
user_044,prod_159,view,,2025-02-25 22:22:07.116929,session_2453
user_044,prod_175,view,,2025-11-14 14:45:07.117000,session_8719
user_044,prod_211,view,,2025-10-19 07:06:07.117147,session_2562
user_044,prod_060,view,,2025-01-06 09:10:07.117219,session_7830
user_045,prod_105,view,,2025-06-04 12:09:07.117374,session_288
user_045,prod_172,rating,4.966824551409607,2025-06-28 23:55:07.117529,session_5137
user_045,prod_176,view,,2025-01-27 05:03:07.117681,session_3721
user_045,prod_109,rating,4.466008026051922,2025-08-30 01:17:07.117835,session_9855
user_046,prod_194,cart,,2025-07-21 02:11:07.117990,session_8327
user_046,prod_062,view,,2024-11-27 20:18:07.118061,session_1527
user_046,prod_033,rating,4.052717268149723,2025-04-19 08:43:07.118214,session_5818
user_046,prod_050,view,,2024-11-29 08:12:07.118365,session_2621
user_046,prod_151,purchase,4.075361105182224,2025-05-11 23:28:07.118441,session_7868
user_046,prod_146,cart,,2025-03-09 10:34:07.118510,session_2949
user_046,prod_213,view,,2024-12-29 22:55:07.118693,session_9620
user_047,prod_184,view,,2025-06-04 13:45:07.118879,session_4214
user_047,prod_227,view,,2025-03-18 13:48:07.119029,session_5351
user_047,prod_271,purchase,4.135000966510328,2025-10-24 08:23:07.119180,session_4489
user_047,prod_116,view,,2025-02-26 09:10:07.119251,session_5412
user_047,prod_099,rating,2.8944768876853137,2025-01-13 04:23:07.119418,session_1980
user_048,prod_241,view,,2025-07-14 03:50:07.119584,session_3714
user_048,prod_030,view,,2025-08-26 16:42:07.119737,session_2283
user_048,prod_169,view,,2025-09-10 06:43:07.119880,session_5914
user_048,prod_084,view,,2025-05-05 08:16:07.119947,session_6825
user_048,prod_089,cart,,2025-04-16 10:49:07.120096,session_5609
user_048,prod_075,purchase,4.59577678513478,2025-02-22 03:51:07.120169,session_3736
user_048,prod_022,view,,2025-10-14 22:44:07.120239,session_8376
user_048,prod_117,view,,2025-01-27 17:56:07.120306,session_2251
user_049,prod_199,view,,2025-03-11 23:11:07.120458,session_7314
user_049,prod_089,purchase,5.0,2024-12-16 20:42:07.120530,session_5186
user_049,prod_039,purchase,2.6159043424117634,2025-10-27 18:02:07.120683,session_7754
user_049,prod_287,rating,4.551362193295121,2024-12-14 15:42:07.120834,session_2464
user_049,prod_279,view,,2025-05-26 04:47:07.120981,session_2023
user_049,prod_066,view,,2025-04-22 05:43:07.121053,session_1544
user_049,prod_064,cart,,2025-06-10 11:22:07.121122,session_7834
user_049,prod_003,view,,2025-07-09 10:43:07.121271,session_9981
user_049,prod_074,purchase,3.353942013343404,2025-07-02 14:49:07.121343,session_384
user_049,prod_214,view,,2025-06-02 00:40:07.121413,session_6063
